id,code,name,info,location_address,location_number,location_city,location_localita,location_province,location_destination,location_cap,location_lat,location_lng,contacts_telephone,contacts_email,contacts_website,created_at,updated_at
35692,terme,"Salsomaggiore Terme",,"Via Roma",9,"Salsomaggiore Terme",,Parma,Emilia,,44.81645,9.980186,"+39 0524 582611",info@termest.it,https://www.termedisalsomaggiore.it/it-IT/terme-di-salsomaggiore---bagni-e-fanghi-per-la-tua-salute.aspx,"2022-11-24 17:32:37","2022-11-24 17:32:37"
35693,terme,"Terme di Tabiano",,"Viale alle Terme",32,"Salsomaggiore Terme",,Parma,Emilia,,44.8027,10.01922,"+39 0524 564111",info@termest.it,https://www.termeditabiano.it/,"2022-11-24 17:32:38","2022-11-24 17:32:38"
35694,terme,"Centro Termale ?Il Baistrocchi? - MOMENTANEAMENTE CHIUSO",,"carico/scarico acque","colonnina rifornimento acqua","colonnina corrente elettrica","servizi igienici",WiFi,"Viale Matteotti",31,"Salsomaggiore Terme",,Parma,Emilia,,44.819,9.982541,"+39 0524 574411","info@termebaistrocchi.it / accettazione@termebaistrocchi.it",https://www.termebaistrocchi.it,"2022-11-24 17:32:38","2022-11-24 17:32:38"
35695,terme,"Terme di Sant?Andrea",,"carico/scarico acque","colonnina rifornimento acqua","colonnina corrente elettrica","servizi igienici",WiFi,"Via Cavicchiolo",3,Medesano,,Parma,Emilia,,44.72566,10.08908,"+39 0525 431233",direzione@medicalthermae.com,https://www.termemiliaromagna.it/terme-di-s-andrea/,"2022-11-24 17:32:38","2023-02-10 17:18:48"
35696,terme,"Terme di Monticelli",,"carico/scarico acque","colonnina rifornimento acqua","colonnina corrente elettrica","servizi igienici",WiFi,"Via Montepelato Nord",242,Montechiarugolo,,Parma,Emilia,,44.733381,10.4011038,"+39 0521 682711",info@termedimonticelli.it,https://www.termedimonticelli.it,"2022-11-24 17:32:38","2023-02-10 17:18:35"
35697,terme,"Terme di Cervarezza",,"carico/scarico acque","colonnina rifornimento acqua","colonnina corrente elettrica","servizi igienici",WiFi,"Via Santa Lucia",4,Ventasso,,"Reggio nell'Emilia",Emilia,,44.39796,10.31944,"+ 39 335 7057114",holidaysas@libero.it,https://www.termedicervarezza.com,"2022-11-24 17:32:38","2022-11-24 17:32:38"
35698,terme,"Terme della Salvarola",,"carico/scarico acque","colonnina rifornimento acqua","colonnina corrente elettrica","servizi igienici",WiFi,"Via Salvarola",131,Sassuolo,,Modena,Bologna-Modena,,44.5180536,10.7687712,"+ 39 0536 987511",info@termesalvarola.it,https://www.termesalvarola.it/en/,"2022-11-24 17:32:38","2023-02-09 17:15:50"
35699,terme,"Terme Felsinee",,"Via di Vagno",7,Bologna,,Bologna,Bologna-Modena,,44.4925,11.29313,"+39 051 6198484",termefelsinee@maretermalebolognese.it,https://www.maretermalebolognese.it/terme-felsinee-bologna-casalecchio-corsi-piscina-cure-convenzione,"2022-11-24 17:32:38","2022-11-24 17:32:38"
35700,terme,"Terme San Luca",,"Via Agucchi",4/2,Bologna,,Bologna,Bologna-Modena,,44.50924,11.29471,"+39 051 382564",termesanluca@maretermalebolognese.it,https://www.maretermalebolognese.it/terme-san-luca-bologna-benessere-fitness-palestra,"2022-11-24 17:32:38","2022-11-24 17:32:38"
35701,terme,"Terme dell?Agriturismo",,"carico/scarico acque","colonnina rifornimento acqua","colonnina corrente elettrica","servizi igienici",WiFi,"Via Sillaro",27,Monterenzio,,Bologna,Bologna-Modena,,44.31214,11.45864,"+ 39051 929791 - 929972",termedellagriturismo@maretermalebolognese.it,https://www.maretermalebolognese.it/villaggio-salute-piu-acquapark-emilia-romagna-toscana-terme-agriturismo,"2022-11-24 17:32:38","2023-02-06 17:01:55"
35702,terme,"Terme di Porretta",,"carico/scarico acque","colonnina rifornimento acqua","colonnina corrente elettrica","servizi igienici",WiFi,"Via Roma",5,"Alto Reno Terme",,Bologna,Bologna-Modena,,44.15108,10.98178,"+ 39 0534 22062",info@termediporretta.it,https://www.termediporretta.it,"2022-11-24 17:32:38","2023-02-06 17:01:24"
35703,terme,"Terme di Castel San Pietro",,"carico/scarico acque","colonnina rifornimento acqua","colonnina corrente elettrica","servizi igienici",WiFi,"Viale Terme",1113,"Castel San Pietro Terme",,Bologna,Bologna-Modena,,44.3863,11.58714,"+ 39 051 941247",info@termedicastelsanpietro.it,https://www.termedicastelsanpietro.it,"2022-11-24 17:32:38","2023-02-15 11:19:52"
35704,terme,"Thermae Oasis - Terme di Comacchio",,"Strada Panoramica Acciaioli",,Comacchio,,Ferrara,Romagna,,44.73104,12.2267,"+39 0533 399706",info@thermaeoasis.it,https://www.thermaeoasis.it,"2022-11-24 17:32:38","2022-11-24 17:32:38"
35705,terme,"Terme di Riolo",,"Via Firenze",15,"Riolo Terme",,Ravenna,Romagna,,44.27093,11.72131,"+39 0546 71045",info@termediriolo.it,https://www.termediriolo.it,"2022-11-24 17:32:38","2022-11-24 17:32:38"
35706,terme,"Terme di Punta Marina",,"carico/scarico acque","colonnina rifornimento acqua","colonnina corrente elettrica","servizi igienici",WiFi,"Viale Colombo",161,Ravenna,,Ravenna,Romagna,,44.45662,12.29001,"+39 0543 437222",info@termepuntamarina.com,https://www.termepuntamarina.it/,"2022-11-24 17:32:38","2023-02-09 17:40:10"
35707,terme,"Terme di Cervia",,"carico/scarico acque","colonnina rifornimento acqua","colonnina corrente elettrica","servizi igienici",WiFi,"Via Forlanini",16,Cervia,,Ravenna,Romagna,,44.272546109616,12.32790489614,"+ 39 0544 990111",info@termedicervia.it,https://www.terme.org,"2022-11-24 17:32:38","2023-02-09 18:04:04"
35708,terme,"Terme di Brisighella - IN RISTRUTTURAZIONE",,"carico/scarico acque","colonnina rifornimento acqua","colonnina corrente elettrica","servizi igienici",WiFi,"Viale delle Terme",12,Brisighella,,Ravenna,Romagna,,44.22115,11.7802,"+39 0546 81068",infobrisighella@terme.org,https://www.termedibrisighella.it/,"2022-11-24 17:32:38","2022-11-24 17:32:38"
35709,terme,"Terme di Castrocaro ? Grand Hotel & Spa",,"carico/scarico acque","colonnina rifornimento acqua","colonnina corrente elettrica","servizi igienici",WiFi,"Viale Roma",2,"Castrocaro Terme e Terra del Sole",,Forlì-Cesena,Romagna,,44.17209,11.94833,"+ 39 0543 767114",grandhotel@termedicastrocaro.it,https://www.termedicastrocaro.it,"2022-11-24 17:32:38","2023-02-13 11:08:46"
35710,terme,"Grand Hotel Terme della Fratta",,"carico/scarico acque","colonnina rifornimento acqua","colonnina corrente elettrica","servizi igienici",WiFi,"Via Loreta",238,Bertinoro,,Forlì-Cesena,Romagna,,44.14199,12.09791,"+ 39 0543 460911",receptionfratta@allegroitalia.it,https://www.allegroitalia.it/allegroitalia-fratta-terme/,"2022-11-24 17:32:38","2023-02-13 11:09:10"
35711,terme,"Ròseo Euroterme Wellness Resort",,"Via Lungosavio",2,"Bagno di Romagna",,Forlì-Cesena,Romagna,,43.83175,11.95697,"+39 0543 911414",info@euroterme.com,https://www.euroterme.com,"2022-11-24 17:32:39","2022-11-24 17:32:39"
35712,terme,"Hotel delle Terme Santa Agnese",,"Via Fiorentina",17,"Bagno di Romagna",,Forlì-Cesena,Romagna,,43.8332,11.95816,"+39 0543 911018",terme@termesantagnese.it,https://www.termesantagnese.it,"2022-11-24 17:32:39","2022-11-24 17:32:39"
35713,terme,"Grand Hotel Terme Roseo - TEMPORANEAMENTE CHIUSO",,"carico/scarico acque","colonnina rifornimento acqua","colonnina corrente elettrica","servizi igienici",WiFi,"Piazza Ricasoli",15,"Bagno di Romagna",,Forlì-Cesena,Romagna,,43.8339,11.95852,"+39 0543 911016",info@termeroseo.it,https://www.termeroseo.it,"2022-11-24 17:32:39","2022-11-24 17:32:39"
35714,terme,Riminiterme,,"Viale Principe di Piemonte",56,Rimini,,Rimini,Romagna,,44.02727,12.6259,"+39 0541 424011",info@riminiterme.com,https://www.riminiterme.com,"2022-11-24 17:32:39","2022-11-24 17:32:39"
35715,terme,"Riccione Terme",,"Viale Torino",4/16,Riccione,,Rimini,Romagna,,43.99552,12.6691,"+39 0541 602201",info@riccioneterme.it,https://www.riccioneterme.it,"2022-11-24 17:32:39","2022-11-24 17:32:39"
37810,terme,"Terme del Mare",,"carico/scarico acque","colonnina rifornimento acqua","colonnina corrente elettrica","servizi igienici",WiFi,"Lungomare Grazia Deledda",38,Cervia,,Ravenna,Romagna,,44.258117280699,12.360756365883,"+ 39 0544 1795640",terme@termedelmare.it,https://termedelmare.it/,"2023-01-16 11:47:12","2023-01-16 11:47:12"
